fighter_a,fighter_b,event_date,target,elo_diff,elo_momentum_diff,height_diff,reach_diff,age_diff,slpm_diff,str_acc_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,days_since_last_diff,fight_rate_diff,opp_quality_diff,finish_rate_diff,ko_rate_diff,sub_rate_diff,win_streak_diff,kd_diff,same_stance,stance_?_vs_?,wc_Bantamweight,wc_Catch Weight,wc_Featherweight,wc_Flyweight,wc_Heavyweight,wc_Light Heavyweight,wc_Lightweight,wc_Middleweight,wc_Open Weight,wc_Super Heavyweight,wc_Welterweight,wc_Women's Bantamweight,wc_Women's Featherweight,wc_Women's Flyweight,wc_Women's Strawweight
Alex White,Mitch Clarke,"September 09, 2017",0.0,101.45777580166737,56.62353128630207,0,0,0,0,0,0,0,0,0,0,-192,0.4303995157384988,5.957042400864339,-0.09999999999999998,0.4,-0.5,4,-30.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Arjan Bhullar,Luis Henrique,"September 09, 2017",0.0,29.872571657517256,13.872571657517256,0,0,0,0,0,0,0,0,0,0,-189,-2.319047619047619,3.482245242460067,-1.0,0.0,-1.0,0,-10.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kajan Johnson,Adriano Martins,"September 09, 2017",0.0,41.996697941257025,60.29460792983264,0,0,0,0,0,0,0,0,0,0,378,-0.639110312764159,-5.784740357967621,-0.5,-0.5,0.0,0,-10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ketlen Vieira,Sara McMann,"September 09, 2017",1.0,-3.6289938341858488,-18.600349771536457,0,0,0,0,0,0,0,0,0,0,-55,0.2989105416602731,13.279817037602925,-0.75,-0.25,-0.5,-2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Luke Rockhold,David Branch,"September 16, 2017",0.0,7.285498827624451,41.8997870803687,0,0,0,0,0,0,0,0,0,0,343,0.9222864607149579,26.775436674015737,0.33333333333333337,0.4166666666666667,-0.08333333333333331,2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mike Perry,Alex Reyes,"September 16, 2017",1.0,-28.207715497691424,-12.815363265260203,0,0,0,0,0,0,0,0,0,0,147,3.7270408163265305,-0.8744040695230524,1.0,1.0,0.0,1,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anthony Smith,Hector Lombard,"September 16, 2017",1.0,88.81887727566505,54.97038760947953,0,0,0,0,0,0,0,0,0,0,-55,-0.5758283342343222,12.766577475155373,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gregor Gillespie,Jason Gonzalez,"September 16, 2017",0.0,64.11306720234347,0.0,0,0,0,0,0,0,0,0,0,0,-70,0.0772157919771681,18.048891109257056,0.5,0.5,0.0,2,-10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Kamaru Usman,Sergio Moraes,"September 16, 2017",0.0,-20.14848755302637,-35.19642727807263,0,0,0,0,0,0,0,0,0,0,-28,0.7623628835763627,-3.2057355123686193,0.25,0.0,0.25,-1,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Justin Ledet,Azunna Anyanwu,"September 16, 2017",1.0,31.26369320647791,0.0,0,0,0,0,0,0,0,0,0,0,301,1.7992610837438423,0.0,0.5,0.0,0.5,2,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Olivier Aubin-Mercier,Anthony Rocco Martin,"September 16, 2017",0.0,-56.98883927319275,-29.082625415528128,0,0,0,0,0,0,0,0,0,0,197,0.11449794756440057,-8.411257068811437,0.6666666666666667,0.0,0.6666666666666667,-1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Daniel Spitz,Anthony Hamilton,"September 16, 2017",0.0,-43.82408014927137,-46.90559348753595,0,0,0,0,0,0,0,0,0,0,-28,-0.6211734693877551,-24.12832388634115,-0.8333333333333334,-0.5,-0.3333333333333333,-2,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Uriah Hall,Krzysztof Jotko,"September 16, 2017",0.0,62.34175058674282,24.765450244811518,0,0,0,0,0,0,0,0,0,0,175,0.36730257320319426,2.574360863436368,0.25,0.25,0.0,3,-11.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gilbert Burns,Jason Saggo,"September 16, 2017",0.0,-73.35871842898996,-26.794591307266273,0,0,0,0,0,0,0,0,0,0,77,0.3743082598893219,-9.95754487122872,-0.3333333333333333,-0.3333333333333333,0.0,0,-10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ovince Saint Preux,Yushin Okami,"September 22, 2017",1.0,44.266113450809826,62.80361831031405,0,0,0,0,0,0,0,0,0,0,-1326,1.3257166310332562,24.41370146481131,0.46666666666666673,0.26666666666666666,0.2,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jessica Andrade,Claudia Gadelha,"September 22, 2017",0.0,36.77563485196288,-4.168012801282657,0,0,0,0,0,0,0,0,0,0,21,0.7640071716718961,1.899902928827487,0.5714285714285714,0.2857142857142857,0.2857142857142857,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dong Hyun Ma,Takanori Gomi,"September 22, 2017",1.0,8.692812086986123,-1.4209731116852709,0,0,0,0,0,0,0,0,0,0,196,0.04590672352660996,4.940228866597408,-0.16666666666666663,0.16666666666666669,-0.3333333333333333,-1,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Gokhan Saki,Henrique da Silva,"September 22, 2017",1.0,-11.838883135000742,20.131451896975477,0,0,0,0,0,0,0,0,0,0,-104,-3.844736842105263,-6.571535231685857,-1.0,-0.3333333333333333,-0.6666666666666666,0,20.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Shinsho Anzai,Luke Jumeau,"September 22, 2017",1.0,15.063242633865002,0.0,0,0,0,0,0,0,0,0,0,0,623,-2.8632625700232266,-4.352956627704316,1.0,1.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jussier Formiga,Yuta Sasaki,"September 22, 2017",1.0,-93.01298612671053,-23.578207700731582,0,0,0,0,0,0,0,0,0,0,98,-0.13311499051159004,11.724743824261623,-0.75,-0.25,-0.5,-2,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Keita Nakamura,Alex Morono,"September 22, 2017",0.0,-51.77547044019025,7.044155664626942,0,0,0,0,0,0,0,0,0,0,126,-1.0924700817208888,-2.662040350331381,0.0,0.0,0.0,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Syuri Kondo,Chan-Mi Jeon,"September 22, 2017",0.0,15.260651835237695,0.0,0,0,0,0,0,0,0,0,0,0,-104,-3.5120192307692304,-16.066183277686605,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Daichi Abe,Hyun Gyu Lim,"September 22, 2017",0.0,-28.59360513804222,-14.50732226886089,0,0,0,0,0,0,0,0,0,0,-398,-1.316216216216216,4.318859180811614,-0.75,-0.75,0.0,-2,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Teruto Ishihara,Rolando Dy,"September 22, 2017",0.0,28.494652745678877,41.44041658659171,0,0,0,0,0,0,0,0,0,0,-20,-1.253428154114494,17.393536191311796,-0.5,-0.5,0.0,3,-10.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Brad Tavares,Thales Leites,"October 07, 2017",0.0,50.236940112612956,-7.939142242353455,0,0,0,0,0,0,0,0,0,0,-76,0.2666826137066787,-25.139486028214378,-0.375,0.0,-0.375,0,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
John Moraga,Magomed Bibulatov,"October 07, 2017",0.0,0.4942849593733172,-50.79911492764131,0,0,0,0,0,0,0,0,0,0,-63,0.11892551892551895,23.868344958335456,0.8,0.2,0.6,0,-10.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Matt Schnell,Marco Beltran,"October 07, 2017",1.0,-18.104903630518265,-17.177420130170958,0,0,0,0,0,0,0,0,0,0,42,0.6439859809065107,6.738518085486476,0.33333333333333337,0.6666666666666667,-0.3333333333333333,-1,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Poliana Botelho,Pearl Gonzalez,"October 07, 2017",1.0,15.331032422128146,0.0,0,0,0,0,0,0,0,0,0,0,-182,-2.006868131868132,-14.534919907845278,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lando Vannata,King Green,"October 07, 2017",0.0,94.1162921782975,61.08620272907706,0,0,0,0,0,0,0,0,0,0,42,0.9326746574097633,6.752915255200605,-0.5,-0.5,0.0,2,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cody Stamann,Tom Duquesnoy,"October 07, 2017",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-84,1.9128571428571428,0.0,-1.0,-1.0,0.0,0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beneil Dariush,Evan Dunham,"October 07, 2017",0.0,-2.139590800476526,-68.76391890370132,0,0,0,0,0,0,0,0,0,0,-175,0.9808668346104055,-28.372360043875005,0.5142857142857143,0.05714285714285716,0.45714285714285713,-3,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mara Romero Borella,Kalindra Faria,"October 07, 2017",1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Demetrious Johnson,Ray Borg,"October 07, 2017",0.0,-6.126307359251541,-29.302430245573532,0,0,0,0,0,0,0,0,0,0,-35,0.3810589772201509,38.3734939154449,0.125,0.25,-0.125,-3,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Tony Ferguson,Kevin Lee,"October 07, 2017",1.0,23.138188281672228,-0.732938868588235,0,0,0,0,0,0,0,0,0,0,232,-0.9400878695511437,9.33773985157336,0.17142857142857137,0.42857142857142855,-0.2571428571428572,-1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Fabricio Werdum,Walt Harris,"October 07, 2017",1.0,9.639102419077062,-40.79140145599513,0,0,0,0,0,0,0,0,0,0,-21,-0.5748172403289675,-21.947369978709503,0.25,0.0,0.25,-1,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Darren Till,Donald Cerrone,"October 21, 2017",1.0,15.601656526576335,31.324816408179686,0,0,0,0,0,0,0,0,0,0,-35,-2.0573265306122455,3.7271838913452484,-0.5833333333333334,-0.3333333333333333,-0.25,1,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Karolina Kowalkiewicz,Jodie Esquibel,"October 21, 2017",1.0,-15.469521958158566,17.93230692805855,0,0,0,0,0,0,0,0,0,0,140,2.717633928571429,-24.436391611819545,0.5,0.0,0.5,2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jan Blachowicz,Devin Clark,"October 21, 2017",0.0,-49.10733673101504,-33.56657037808577,0,0,0,0,0,0,0,0,0,0,7,-0.3874489174854361,-43.175279724622214,-0.5,-0.5,0.0,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Marcin Held,Nasrat Haqparast,"October 21, 2017",1.0,-18.832619984723806,-18.832619984723806,0,0,0,0,0,0,0,0,0,0,146,3.130714285714286,-27.508671152817215,0.0,0.0,0.0,0,1.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Oskar Piechota,Jonathan Wilson,"October 21, 2017",0.0,-16.121924203330536,-16.121924203330536,0,0,0,0,0,0,0,0,0,0,-385,-1.3611801242236024,-6.0327787275334686,-0.5,-0.5,0.0,-1,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ramazan Emeev,Sam Alvey,"October 21, 2017",1.0,4.91372270326201,-10.520685987125717,0,0,0,0,0,0,0,0,0,0,-77,-3.7719449225473323,52.22986477522704,-0.5,-0.5,0.0,-2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Andre Fili,Artem Lobov,"October 21, 2017",0.0,61.176207971637496,23.23384120084893,0,0,0,0,0,0,0,0,0,0,-98,-0.6883958727031485,-43.89659672798939,0.5,0.5,0.0,0,-10.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Warlley Alves,Salim Touahri,"October 21, 2017",0.0,33.41719450417145,50.244308858079194,0,0,0,0,0,0,0,0,0,0,336,1.768765133171913,9.396629166853245,0.5,0.0,0.5,3,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Aspen Ladd,Lina Lansberg,"October 21, 2017",0.0,1.5585931099399204,0.0,0,0,0,0,0,0,0,0,0,0,-217,-1.8635204081632653,9.367012633572813,-1.0,-1.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Josh Emmett,Felipe Arantes,"October 21, 2017",0.0,-1.1195836638014498,6.676522218365108,0,0,0,0,0,0,0,0,0,0,-154,0.4380586544771561,19.091445451387244,-0.5,-0.16666666666666666,-0.3333333333333333,2,-40.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Brian Kelleher,Damian Stasiak,"October 21, 2017",0.0,-28.694444869118115,-48.007744926311716,0,0,0,0,0,0,0,0,0,0,-55,3.6366883116883124,15.203755637265203,0.33333333333333337,0.0,0.33333333333333337,-2,-10.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francisco Trinaldo,Jim Miller,"October 28, 2017",0.0,-40.46960875347668,41.91572049093156,0,0,0,0,0,0,0,0,0,0,119,-0.1858287592826322,15.517177453308705,-0.07142857142857145,0.1607142857142857,-0.23214285714285715,2,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Derek Brunson,Lyoto Machida,"October 28, 2017",0.0,-72.74601883710966,-24.465214304265828,0,0,0,0,0,0,0,0,0,0,-714,0.3209396258503405,10.564025580925545,0.4,0.5,-0.1,0,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Colby Covington,Demian Maia,"October 28, 2017",1.0,-138.58083553082997,-55.563985912155886,0,0,0,0,0,0,0,0,0,0,42,-0.07933344961380628,-44.447597841716515,0.5333333333333333,-0.13333333333333333,0.6666666666666667,-1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pedro Munhoz,Rob Font,"October 28, 2017",1.0,-3.6400762992184355,1.6818956530000833,0,0,0,0,0,0,0,0,0,0,41,0.3942925526424441,1.6317162259238103,-0.16666666666666663,-0.41666666666666663,0.25,0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thiago Santos,Jack Hermansson,"October 28, 2017",0.0,-7.472431674192421,6.0760076746005325,0,0,0,0,0,0,0,0,0,0,28,-0.881447963800905,0.7664113849450587,0.30000000000000004,0.30000000000000004,0.0,0,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Deiveson Figueiredo,Jarred Brooks,"October 28, 2017",0.0,-32.57190439621513,0.0,0,0,0,0,0,0,0,0,0,0,56,-1.5153061224489797,-12.429921656942497,0.0,0.0,0.0,-1,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vicente Luque,Niko Price,"October 28, 2017",1.0,-47.82727507544314,-31.09096828192105,0,0,0,0,0,0,0,0,0,0,140,-1.016273117634522,-26.069208575510856,0.0,0.0,0.0,-2,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Antonio Carlos Junior,Jack Marshman,"October 28, 2017",1.0,40.94276855135081,24.620743155427363,0,0,0,0,0,0,0,0,0,0,43,-0.8495020801257902,-24.20344530192756,-0.4,-0.8,0.4,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jared Gordon,Hacran Dias,"October 28, 2017",0.0,26.074308193105708,11.609730049159225,0,0,0,0,0,0,0,0,0,0,-267,1.6128602150537636,-4.730069706982931,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Elizeu Zaleski dos Santos,Max Griffin,"October 28, 2017",0.0,-63.66061672276555,-16.836102090102713,0,0,0,0,0,0,0,0,0,0,-259,-0.02671713846829049,-7.26962511101874,0.0,0.0,0.0,-2,-2.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Marcelo Golm,Christian Colombo,"October 28, 2017",1.0,2.9305930184443696,0.0,0,0,0,0,0,0,0,0,0,0,-343,-1.7392857142857143,24.365187224796045,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
John Lineker,Marlon Vera,"October 28, 2017",0.0,10.640277738218856,30.316880152490512,0,0,0,0,0,0,0,0,0,0,204,0.33882189239332083,-14.421656118140163,0.5,0.5,0.0,1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stephen Thompson,Jorge Masvidal,"November 04, 2017",1.0,-88.31125649524597,-15.211564414471923,0,0,0,0,0,0,0,0,0,0,70,-1.169064195298373,28.33287798007109,0.5277777777777778,0.6388888888888888,-0.1111111111111111,-2,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Georges St-Pierre,Michael Bisping,"November 04, 2017",1.0,-89.91392425965364,42.732962084302926,0,0,0,0,0,0,0,0,0,0,1057,-0.8496386245150849,0.4289883142416784,-0.0784313725490196,-0.019607843137254943,-0.058823529411764705,-1,10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TJ Dillashaw,Cody Garbrandt,"November 04, 2017",1.0,35.99044965288749,-14.174618306205502,0,0,0,0,0,0,0,0,0,0,0,0.07986748884807149,-30.768168229552884,-0.16666666666666663,-0.33333333333333337,0.16666666666666666,0,21.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paulo Costa,Johny Hendricks,"November 04, 2017",0.0,37.48906364510799,11.846212446482923,0,0,0,0,0,0,0,0,0,0,22,0.6424174320891147,28.900350204325377,0.6666666666666667,0.6666666666666667,0.0,0,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rose Namajunas,Joanna Jedrzejczyk,"November 04, 2017",1.0,54.17069512739704,26.650531089088645,0,0,0,0,0,0,0,0,0,0,28,-0.3697416982910964,-17.349694485103782,0.5,0.0,0.5,0,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mark Godbeer,Walt Harris,"November 04, 2017",1.0,-25.935649642033923,18.103689327203256,0,0,0,0,0,0,0,0,0,0,217,0.05090592334494781,12.628667336943408,-0.5,-0.5,0.0,0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ovince Saint Preux,Corey Anderson,"November 04, 2017",1.0,-2.8966702714669736,39.7093293944215,0,0,0,0,0,0,0,0,0,0,-188,0.3942296979234854,7.7728553599120005,0.33333333333333337,0.0,0.3333333333333333,1,10.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Ricardo Ramos,Aiemann Zahabi,"November 04, 2017",0.0,-0.08459199164144593,0.0,0,0,0,0,0,0,0,0,0,0,15,-0.07778558650651646,-1.8369327083257758,0.0,0.0,0.0,0,-10.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Randy Brown,Mickey Gall,"November 04, 2017",1.0,-25.569019364583028,-26.365591715511073,0,0,0,0,0,0,0,0,0,0,-56,1.11561924100744,12.800536930807084,-1.0,0.0,-1.0,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Curtis Blaydes,Aleksei Oleinik,"November 04, 2017",0.0,49.34136508635106,32.60170824961165,0,0,0,0,0,0,0,0,0,0,0,1.058921893364676,23.016621254893153,0.0,0.0,0.0,1,-10.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
James Vick,Joe Duffy,"November 04, 2017",1.0,56.56533721247456,70.73459945443665,0,0,0,0,0,0,0,0,0,0,-56,0.006874647092038444,38.562522460742684,-0.19999999999999996,-0.3,0.09999999999999998,2,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Dustin Poirier,Anthony Pettis,"November 11, 2017",0.0,-96.88585532485331,41.00583105858777,0,0,0,0,0,0,0,0,0,0,56,0.7599831832174213,-33.98896733121887,-0.028571428571428525,0.11428571428571432,-0.14285714285714285,0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Matt Brown,Diego Sanchez,"November 11, 2017",0.0,23.638748523811273,35.12280243571399,0,0,0,0,0,0,0,0,0,0,133,0.3842928365083802,-5.870851206170755,0.32142857142857145,-0.011904761904761862,0.3333333333333333,2,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Andrei Arlovski,Junior Albini,"November 11, 2017",1.0,-50.22144192571341,-41.03611653390544,0,0,0,0,0,0,0,0,0,0,35,-1.906856345431934,-20.464203847823683,0.8888888888888888,0.7777777777777778,0.1111111111111111,0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cezar Ferreira,Nate Marquardt,"November 11, 2017",0.0,82.60119974212012,-6.33649837227631,0,0,0,0,0,0,0,0,0,0,104,0.08588110066090504,41.52587944437414,0.30000000000000004,0.025000000000000022,0.275,0,-1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Raphael Assuncao,Matthew Lopez,"November 11, 2017",1.0,13.482901178494103,38.529127321974784,0,0,0,0,0,0,0,0,0,0,0,-0.6005538782916304,41.35840314836037,0.0,0.0,0.0,0,10.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clay Guida,Joe Lauzon,"November 11, 2017",1.0,90.32238873603637,24.686062257797175,0,0,0,0,0,0,0,0,0,0,-64,0.011187182172656573,23.088452379230375,-0.3522727272727273,-0.375,0.022727272727272707,0,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Tatiana Suarez,Viviane Pereira,"November 11, 2017",0.0,12.822643442603749,0.0,0,0,0,0,0,0,0,0,0,0,330,-1.430217122490544,-27.5086362257166,1.0,0.0,1.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sage Northcutt,Michel Quinones,"November 11, 2017",1.0,4.442617050487343,18.447756479181635,0,0,0,0,0,0,0,0,0,0,190,-0.25594459497337185,14.87840770622347,-0.33333333333333337,-1.0,0.6666666666666666,1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nina Nunes,Angela Hill,"November 11, 2017",1.0,0.35895542537059555,-1.1105461036049746,0,0,0,0,0,0,0,0,0,0,173,-0.7177459662433199,-20.57452830272905,0.16666666666666669,0.0,0.16666666666666669,2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sean Strickland,Court McGee,"November 11, 2017",1.0,-10.470325187382741,8.789648985462918,0,0,0,0,0,0,0,0,0,0,-83,0.2901719106653595,11.914114450589977,-0.16666666666666666,-0.16666666666666666,0.0,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jake Collier,Marcel Fortuna,"November 11, 2017",0.0,74.91763225448335,47.2261223937212,0,0,0,0,0,0,0,0,0,0,83,-0.8811613055818357,-26.06883226388709,0.75,0.75,0.0,3,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Karl Roberson,Darren Stewart,"November 11, 2017",1.0,-31.862986758136913,0.0,0,0,0,0,0,0,0,0,0,0,-238,-2.046218487394958,-6.858923269938259,0.0,0.0,0.0,-2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Marlon Moraes,John Dodson,"November 11, 2017",0.0,32.85452462169974,15.315166247431307,0,0,0,0,0,0,0,0,0,0,-42,0.4171358445201365,-23.82626845338541,-0.4,-0.4,0.0,1,-1.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elias Theodorou,Daniel Kelly,"November 18, 2017",0.0,51.982221980536906,30.885288959928403,0,0,0,0,0,0,0,0,0,0,-27,-0.6908240176151761,18.107481610843024,-0.08333333333333331,-0.08333333333333331,0.0,1,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Fabricio Werdum,Marcin Tybura,"November 18, 2017",0.0,34.307795280891014,-40.14614341747483,0,0,0,0,0,0,0,0,0,0,-112,-1.1655571809495593,-21.16543715759508,0.2777777777777778,-0.05555555555555558,0.3333333333333333,-1,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jessica-Rose Clark,Bec Rawlings,"November 18, 2017",0.0,-47.31910778511906,-47.31910778511906,0,0,0,0,0,0,0,0,0,0,-287,-1.7035914179104477,-9.70014104521897,-0.25,-0.25,0.0,-3,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Belal Muhammad,Tim Means,"November 18, 2017",0.0,-3.9675783465643235,-34.98077810266909,0,0,0,0,0,0,0,0,0,0,-13,1.0546127919176445,19.791681142615744,0.7142857142857143,0.8571428571428572,-0.14285714285714285,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jake Matthews,Bojan Velickovic,"November 18, 2017",1.0,31.174089628195134,34.09516986005997,0,0,0,0,0,0,0,0,0,0,280,-1.0475991106747902,0.16025129219906376,0.25,-0.25,0.5,2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Alexander Volkanovski,Shane Young,"November 18, 2017",0.0,-1.4101820382372807,0.0,0,0,0,0,0,0,0,0,0,0,161,2.046218487394958,-7.671989165957029,1.0,1.0,0.0,0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Adam Wieczorek,Anthony Hamilton,"November 18, 2017",1.0,-73.11407503822079,-44.72542293262313,0,0,0,0,0,0,0,0,0,0,-63,-2.653147699757869,-12.218037551153202,-0.8571428571428571,-0.5714285714285714,-0.2857142857142857,-4,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nik Lentz,Will Brooks,"November 18, 2017",1.0,-50.348709890479995,-27.00263216277972,0,0,0,0,0,0,0,0,0,0,56,0.004427165402050903,-2.464579847628329,-0.25,-0.375,0.125,1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Tai Tuivasa,Rashad Coulter,"November 18, 2017",1.0,-16.062366085228405,0.0,0,0,0,0,0,0,0,0,0,0,-189,-1.9325396825396826,-1.3542691923425991,-1.0,-1.0,0.0,-1,10.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Frank Camacho,Damien Brown,"November 18, 2017",1.0,15.045895784082859,-17.356073823662655,0,0,0,0,0,0,0,0,0,0,-7,-0.027261531571876496,41.70427245380165,-1.0,-1.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
