fighter_a,fighter_b,event_date,target,elo_diff,elo_momentum_diff,height_diff,reach_diff,age_diff,slpm_diff,str_acc_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,days_since_last_diff,fight_rate_diff,opp_quality_diff,finish_rate_diff,ko_rate_diff,sub_rate_diff,win_streak_diff,kd_diff,same_stance,stance_?_vs_?,wc_Bantamweight,wc_Catch Weight,wc_Featherweight,wc_Flyweight,wc_Heavyweight,wc_Light Heavyweight,wc_Lightweight,wc_Middleweight,wc_Open Weight,wc_Super Heavyweight,wc_Welterweight,wc_Women's Bantamweight,wc_Women's Featherweight,wc_Women's Flyweight,wc_Women's Strawweight
Houston Alexander,Alessio Sakara,"September 08, 2007",1.0,63.19538580409335,13.083941672073934,0,0,0,0,0,0,0,0,0,0,-35,0.8733645812105157,29.464718754949445,0.0,1.0,-1.0,1,10.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Kenny Florian,Din Thomas,"September 19, 2007",1.0,-50.437954889535604,-27.08823831332984,0,0,0,0,0,0,0,0,0,0,-42,1.7382668838977848,13.456148478576551,-1.0,-0.5,-0.5,-1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Chris Leben,Terry Martin,"September 19, 2007",0.0,50.665740646852555,66.01634493101301,0,0,0,0,0,0,0,0,0,0,0,1.7587625979843227,27.983398612539077,-0.5,-0.6666666666666667,0.16666666666666666,2,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nate Diaz,Junior Assuncao,"September 19, 2007",1.0,-16.707743654942078,0.0,0,0,0,0,0,0,0,0,0,0,-63,1.8514705882352942,-16.060964098194745,0.0,0.0,0.0,-1,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nate Quarry,Pete Sell,"September 19, 2007",1.0,28.41335576703318,28.609253828753936,0,0,0,0,0,0,0,0,0,0,504,0.10781555285882316,5.3748048915038,1.0,1.0,0.0,-1,11.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Luke Cummo,Edilberto de Oliveira,"September 19, 2007",0.0,-74.97013486936248,-42.97013486936248,0,0,0,0,0,0,0,0,0,0,14,-0.27978193206830015,4.526291848428627,-1.0,-1.0,0.0,-1,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cole Miller,Leonard Garcia,"September 19, 2007",1.0,-48.63359465342842,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.4272727272727277,-15.631846603238955,-0.5,0.0,-0.5,-2,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Gray Maynard,Joe Veres,"September 19, 2007",1.0,-16.0,0.0,0,0,0,0,0,0,0,0,0,0,88,4.0,0.0,0.0,0.0,0.0,0,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Thiago Alves,Kuniyoshi Hironaka,"September 19, 2007",0.0,31.388148472609373,18.818226181281943,0,0,0,0,0,0,0,0,0,0,96,0.9122247781794282,-37.08620524855951,0.6666666666666666,0.6666666666666666,0.0,2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dustin Hazelett,Jonathan Goulet,"September 19, 2007",0.0,-18.0113062686994,-1.2396834361791207,0,0,0,0,0,0,0,0,0,0,-303,1.1448169741457712,-8.0371018599958,-0.16666666666666663,-0.6666666666666666,0.5,-2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Christian Wellisch,Scott Junk,"September 22, 2007",1.0,-31.2294282477078,0.0,0,0,0,0,0,0,0,0,0,0,266,1.8635204081632653,0.05763588890772553,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jeremy Stephens,Diego Saraiva,"September 22, 2007",1.0,-20.451263976605105,0.0,0,0,0,0,0,0,0,0,0,0,42,-0.09300993124522527,-73.32391228757933,0.0,0.0,0.0,-1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Rich Clementi,Anthony Johnson,"September 22, 2007",0.0,12.422016176929674,13.861707558262196,0,0,0,0,0,0,0,0,0,0,68,-2.704457637884188,-32.48463699087506,1.0,0.0,1.0,0,-1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tyson Griffin,Thiago Tavares,"September 22, 2007",0.0,-16.105974479411998,-15.369667685889908,0,0,0,0,0,0,0,0,0,0,-4,-1.286756625727214,-0.521644479948236,-1.0,0.0,-1.0,-1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lyoto Machida,Kazuhiro Nakamura,"September 22, 2007",0.0,-0.7670293555386252,0.0,0,0,0,0,0,0,0,0,0,0,154,3.162337662337662,-0.36659736772662654,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jon Fitch,Diego Sanchez,"September 22, 2007",0.0,73.78097511952865,24.289130936829224,0,0,0,0,0,0,0,0,0,0,-66,0.19446768515298984,4.763701364703138,-0.4,-0.8,0.4,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Forrest Griffin,Mauricio Rua,"September 22, 2007",0.0,68.16076655569259,7.337925461891928,0,0,0,0,0,0,0,0,0,0,98,2.8535156250000004,10.64807446427335,0.5,0.3333333333333333,0.16666666666666666,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Keith Jardine,Chuck Liddell,"September 22, 2007",1.0,-7.647096274420164,3.354790635422205,0,0,0,0,0,0,0,0,0,0,0,1.270550224354134,14.531105177178006,-0.7,-0.7,0.0,0,10.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Matt Wiman,Michihiro Omigawa,"September 22, 2007",0.0,31.84021096697279,0.0,0,0,0,0,0,0,0,0,0,0,91,1.5124223602484472,6.564062411309351,1.0,1.0,0.0,2,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anderson Silva,Rich Franklin,"October 20, 2007",0.0,51.0512980204353,22.612006124735217,0,0,0,0,0,0,0,0,0,0,-21,0.8216114006070714,-17.73124830990764,0.25,0.16666666666666663,0.08333333333333331,0,-30.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tim Sylvia,Brandon Vera,"October 20, 2007",1.0,75.95407682276459,57.48808095493814,0,0,0,0,0,0,0,0,0,0,-105,0.21710802105121396,5.756951995494546,0.6666666666666666,0.6666666666666666,0.0,0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Alvin Robinson,Jorge Gurgel,"October 20, 2007",0.0,26.787836635843178,14.574392651736389,0,0,0,0,0,0,0,0,0,0,0,1.1909931404712197,-89.8364296682596,1.0,1.0,0.0,1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Stephan Bonnar,Eric Schafer,"October 20, 2007",1.0,-75.26232160701989,-10.637469417314605,0,0,0,0,0,0,0,0,0,0,-189,1.0277597402597398,-20.7410258629684,-0.5,-0.5,0.0,-2,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Yushin Okami,Jason MacDonald,"October 20, 2007",0.0,15.893545182857224,32.626739918310705,0,0,0,0,0,0,0,0,0,0,0,0.45221428571428524,0.14305726937959662,-1.0,-0.5,-0.5,1,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Demian Maia,Ryan Jensen,"October 20, 2007",0.0,16.699007401120753,0.0,0,0,0,0,0,0,0,0,0,0,-56,-4.0,15.18842084504945,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Joshua Burkman,Forrest Petz,"October 20, 2007",0.0,-58.98985096127035,-59.11179136403916,0,0,0,0,0,0,0,0,0,0,17,-0.3362666745019687,14.762035769523209,0.6666666666666667,0.5,0.16666666666666669,0,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Matt Grice,Jason Black,"October 20, 2007",0.0,32.73630679352209,0.0,0,0,0,0,0,0,0,0,0,0,52,-0.802747252747253,16.0,1.0,0.0,1.0,1,-10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Alan Belcher,Kalib Starnes,"October 20, 2007",0.0,-44.55491898282503,-28.55491898282503,0,0,0,0,0,0,0,0,0,0,0,1.2099378881987581,-4.354772101074332,-1.0,-1.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rashad Evans,Michael Bisping,"November 17, 2007",0.0,2.4377255470712953,34.47080696944613,0,0,0,0,0,0,0,0,0,0,63,0.09440423882140081,3.381376296498729,-0.16666666666666669,-0.16666666666666669,0.0,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Thiago Silva,Houston Alexander,"November 17, 2007",0.0,-1.3568511855200995,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-16.54291297204145,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Karo Parisyan,Ryo Chonan,"November 17, 2007",0.0,19.076903902263894,48.11268019878935,0,0,0,0,0,0,0,0,0,0,175,2.1726701916721747,5.68779233363216,0.2,0.0,0.2,3,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ed Herman,Joe Doerksen,"November 17, 2007",0.0,-29.754502334292738,2.245497665707262,0,0,0,0,0,0,0,0,0,0,-469,1.6241040308479717,-2.2335090234773816,0.5,-0.5,1.0,-1,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Frankie Edgar,Spencer Fisher,"November 17, 2007",1.0,-42.94298892680172,-14.452982050652054,0,0,0,0,0,0,0,0,0,0,-25,-0.7537360908171293,-8.44595005977726,-1.0,-0.75,-0.25,0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Thiago Alves,Chris Lytle,"November 17, 2007",0.0,26.206595226823765,22.867576087286807,0,0,0,0,0,0,0,0,0,0,-74,2.012940708768742,-24.02734733293687,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Joe Lauzon,Jason Reinhardt,"November 17, 2007",0.0,-0.019948901443058276,0.0,0,0,0,0,0,0,0,0,0,0,147,1.7392857142857143,-8.613451389951024,1.0,0.0,1.0,1,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Marcus Aurelio,Luke Caudillo,"November 17, 2007",1.0,1.4068678078283483,0.0,0,0,0,0,0,0,0,0,0,0,-74,1.6882911392405062,30.569592217806303,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Akihiro Gono,Tamdan McCrory,"November 17, 2007",1.0,-14.636109084355212,0.0,0,0,0,0,0,0,0,0,0,0,-158,-2.3117088607594938,29.688564464587444,-1.0,0.0,-1.0,-1,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Roger Huerta,Clay Guida,"December 08, 2007",1.0,45.97841211759737,-1.285281088880538,0,0,0,0,0,0,0,0,0,0,0,0.6625850340136052,12.338695068670631,0.75,0.75,0.0,2,1.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mac Danzig,Tommy Speer,"December 08, 2007",1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
War Machine,Jared Rollins,"December 08, 2007",1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
George Sotiropoulos,Billy Miles,"December 08, 2007",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ben Saunders,Dan Barrera,"December 08, 2007",1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Troy Mandaloniz,Richie Hightower,"December 08, 2007",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Matt Arroyo,John Kolosci,"December 08, 2007",1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Roman Mitichyan,Dorian Price,"December 08, 2007",1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jonathan Goulet,Paul Georgieff,"December 08, 2007",1.0,46.43095134857231,47.19765913223887,0,0,0,0,0,0,0,0,0,0,80,2.29428391959799,5.39193356288888,0.75,0.5,0.25,3,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
