fight_id,fight_url,fighter_a,fighter_b,winner,kd_a,kd_b,str_a,str_b,td_a,td_b,sub_a,sub_b,weight_class,method,round,time,event_id,event_date
70f1621080b3435c,http://ufcstats.com/fight-details/70f1621080b3435c,Khamzat Chimaev,Sean Strickland,,,,,,View M,atchup,,,Middleweight,,,,9eedac48b497de5a,"May 09, 2026"
c85b530861145935,http://ufcstats.com/fight-details/c85b530861145935,Joshua Van,Tatsuro Taira,,,,,,View M,atchup,,,Flyweight,,,,9eedac48b497de5a,"May 09, 2026"
22ba4f1b0aafbf82,http://ufcstats.com/fight-details/22ba4f1b0aafbf82,Alexander Volkov,Waldo Cortes Acosta,,,,,,View M,atchup,,,Heavyweight,,,,9eedac48b497de5a,"May 09, 2026"
845b8653f9cf839c,http://ufcstats.com/fight-details/845b8653f9cf839c,Sean Brady,Joaquin Buckley,,,,,,View M,atchup,,,Welterweight,,,,9eedac48b497de5a,"May 09, 2026"
1158a27a1a04b971,http://ufcstats.com/fight-details/1158a27a1a04b971,King Green,Jeremy Stephens,,,,,,View M,atchup,,,Lightweight,,,,9eedac48b497de5a,"May 09, 2026"
770c5302e32916ea,http://ufcstats.com/fight-details/770c5302e32916ea,Ateba Gautier,Ozzy Diaz,,,,,,View M,atchup,,,Middleweight,,,,9eedac48b497de5a,"May 09, 2026"
f88dc6e0c29cff1d,http://ufcstats.com/fight-details/f88dc6e0c29cff1d,Joel Alvarez,Yaroslav Amosov,,,,,,View M,atchup,,,Welterweight,,,,9eedac48b497de5a,"May 09, 2026"
ffcb47e17eebe6a6,http://ufcstats.com/fight-details/ffcb47e17eebe6a6,Grant Dawson,Mateusz Rebecki,,,,,,View M,atchup,,,Lightweight,,,,9eedac48b497de5a,"May 09, 2026"
e50857173607d631,http://ufcstats.com/fight-details/e50857173607d631,Jim Miller,Jared Gordon,,,,,,View M,atchup,,,Lightweight,,,,9eedac48b497de5a,"May 09, 2026"
9d35723a53749931,http://ufcstats.com/fight-details/9d35723a53749931,Roman Kopylov,Marco Tulio,,,,,,View M,atchup,,,Middleweight,,,,9eedac48b497de5a,"May 09, 2026"
303018d7459323b4,http://ufcstats.com/fight-details/303018d7459323b4,Pat Sabatini,William Gomis,,,,,,View M,atchup,,,Featherweight,,,,9eedac48b497de5a,"May 09, 2026"
1f5d0b106385b2ac,http://ufcstats.com/fight-details/1f5d0b106385b2ac,Baisangur Susurkaev,Djorden Santos,,,,,,View M,atchup,,,Middleweight,,,,9eedac48b497de5a,"May 09, 2026"
e92d89cb2d69235e,http://ufcstats.com/fight-details/e92d89cb2d69235e,Clayton Carpenter,Jose Ochoa,,,,,,View M,atchup,,,Flyweight,,,,9eedac48b497de5a,"May 09, 2026"
eb6d9fef6c374830,http://ufcstats.com/fight-details/eb6d9fef6c374830,Carlos Prates,Jack Della Maddalena,Carlos Prates,30,0,10441,0,02,0,00,0,Welterweight,KO/TKOElbows,3,3:17,872b018076f831b0,"May 02, 2026"
5c7c38dece435cde,http://ufcstats.com/fight-details/5c7c38dece435cde,Quillan Salkilld,Beneil Dariush,Quillan Salkilld,10,0,123,0,02,0,00,0,Lightweight,KO/TKOPunches,1,3:29,872b018076f831b0,"May 02, 2026"
afec383a96893ec5,http://ufcstats.com/fight-details/afec383a96893ec5,Steve Erceg,Tim Elliott,Steve Erceg,00,0,13690,0,12,0,00,0,Flyweight,U-DEC,3,5:00,872b018076f831b0,"May 02, 2026"
cfc884a249141cba,http://ufcstats.com/fight-details/cfc884a249141cba,Marwan Rahiki,Ollie Schmid,Marwan Rahiki,10,0,229,0,00,0,00,0,Featherweight,KO/TKOPunch,1,2:47,872b018076f831b0,"May 02, 2026"
a564219e7a964aa6,http://ufcstats.com/fight-details/a564219e7a964aa6,Brando Pericic,Shamil Gaziev,Brando Pericic,10,0,8941,0,01,0,00,0,Heavyweight,KO/TKOPunch,2,3:44,872b018076f831b0,"May 02, 2026"
2afaa97901d5587c,http://ufcstats.com/fight-details/2afaa97901d5587c,Louie Sutherland,Tai Tuivasa,Louie Sutherland,00,0,2113,0,50,0,00,0,Heavyweight,U-DEC,3,5:00,872b018076f831b0,"May 02, 2026"
46181797eb543a0b,http://ufcstats.com/fight-details/46181797eb543a0b,Cam Rowston,Robert Bryczek,Cam Rowston,00,0,7917,0,30,0,01,0,Middleweight,U-DEC,3,5:00,872b018076f831b0,"May 02, 2026"
1cb0711cd49dd95e,http://ufcstats.com/fight-details/1cb0711cd49dd95e,Junior Tafa,Kevin Christian,Junior Tafa,00,0,2113,0,00,0,00,0,Light Heavyweight,KO/TKOElbows,1,2:42,872b018076f831b0,"May 02, 2026"
edff38661bf2866b,http://ufcstats.com/fight-details/edff38661bf2866b,Jacob Malkoun,Gerald Meerschaert,Jacob Malkoun,00,0,3632,0,30,0,03,0,Middleweight,U-DEC,3,5:00,872b018076f831b0,"May 02, 2026"
00bde62cac38e5e9,http://ufcstats.com/fight-details/00bde62cac38e5e9,Colby Thicknesse,Vince Morales,Colby Thicknesse,00,0,4648,0,02,0,40,0,Bantamweight,U-DEC,3,5:00,872b018076f831b0,"May 02, 2026"
827c64369b374989,http://ufcstats.com/fight-details/827c64369b374989,Wes Schultz,Ben Johnston,Wes Schultz,10,0,1212,0,02,0,50,0,Middleweight,SUBGuillotine Choke,3,1:50,872b018076f831b0,"May 02, 2026"
7ac4ae301ed699ab,http://ufcstats.com/fight-details/7ac4ae301ed699ab,Jonathan Micallef,Themba Gorimbo,Jonathan Micallef,00,0,5539,0,12,0,00,0,Welterweight,S-DEC,3,5:00,872b018076f831b0,"May 02, 2026"
610a640a0cd81ce5,http://ufcstats.com/fight-details/610a640a0cd81ce5,Kody Steele,Dom Mar Fan,Kody Steele,00,0,11,0,10,0,10,0,Lightweight,SUBHeel Hook,1,3:56,872b018076f831b0,"May 02, 2026"
f524e42c36028de0,http://ufcstats.com/fight-details/f524e42c36028de0,Aljamain Sterling,Youssef Zalal,Aljamain Sterling,00,0,4635,0,60,0,11,0,Featherweight,U-DEC,5,5:00,e60d773a0a42048a,"April 25, 2026"
cb745968bd16bf56,http://ufcstats.com/fight-details/cb745968bd16bf56,Joselyne Edwards,Norma Dumont,Joselyne Edwards,00,0,7051,0,00,0,00,0,Women's Bantamweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
84951374e4cdc679,http://ufcstats.com/fight-details/84951374e4cdc679,Rafa Garcia,Alexander Hernandez,Rafa Garcia,00,0,5950,0,40,0,00,0,Lightweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
f5aff2f858311fbc,http://ufcstats.com/fight-details/f5aff2f858311fbc,Davey Grant,Adrian Luna Martinetti,Davey Grant,00,0,16299,0,01,0,00,0,Bantamweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
348de8e364ecf041,http://ufcstats.com/fight-details/348de8e364ecf041,Raoni Barcelos,Montel Jackson,Raoni Barcelos,01,0,2135,0,60,0,20,0,Bantamweight,S-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
7e551ddb1494a45f,http://ufcstats.com/fight-details/7e551ddb1494a45f,Ryan Spann,Marcus Buchecha,Ryan Spann,10,0,158,0,01,0,01,0,Heavyweight,KO/TKOPunch,2,2:10,e60d773a0a42048a,"April 25, 2026"
67f24cf244134661,http://ufcstats.com/fight-details/67f24cf244134661,Eric McConico,Rodolfo Vieira,Eric McConico,01,0,5440,0,24,0,01,0,Middleweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
ef1cd6371a3f18e0,http://ufcstats.com/fight-details/ef1cd6371a3f18e0,Jackson McVey,Sedriques Dumas,Jackson McVey,10,0,213,0,00,0,10,0,Middleweight,SUBD'Arce Choke,1,2:14,e60d773a0a42048a,"April 25, 2026"
dcfd594b68ff5ae1,http://ufcstats.com/fight-details/dcfd594b68ff5ae1,Michelle Montague,Mayra Bueno Silva,Michelle Montague,00,0,4226,0,20,0,01,0,Women's Bantamweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
d421f3cd158fd055,http://ufcstats.com/fight-details/d421f3cd158fd055,Cody Durden,Jafel Filho,Cody Durden,00,0,3423,0,52,0,10,0,Bantamweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
c7fb90f1355291e4,http://ufcstats.com/fight-details/c7fb90f1355291e4,Francis Marshall,Lucas Brennan,Francis Marshall,00,0,339,0,20,0,01,0,Lightweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
2e7f8d0ad385876d,http://ufcstats.com/fight-details/2e7f8d0ad385876d,Victor Valenzuela,Max Griffin,Victor Valenzuela,00,0,5340,0,14,0,00,0,Welterweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
0df4f4ac27cf2d26,http://ufcstats.com/fight-details/0df4f4ac27cf2d26,Talita Alencar,Julia Polastri,Talita Alencar,00,0,6078,0,30,0,00,0,Women's Strawweight,U-DEC,3,5:00,e60d773a0a42048a,"April 25, 2026"
32054bf2b36b0e47,http://ufcstats.com/fight-details/32054bf2b36b0e47,Mike Malott,Gilbert Burns,Mike Malott,20,0,5640,0,00,0,00,0,Welterweight,KO/TKOPunches,3,2:08,c3ac8d0da7b05772,"April 18, 2026"
b5299e5b946015e5,http://ufcstats.com/fight-details/b5299e5b946015e5,Charles Jourdain,Kyler Phillips,Charles Jourdain,00,0,5836,0,17,0,00,0,Bantamweight,U-DEC,3,5:00,c3ac8d0da7b05772,"April 18, 2026"
e644218737c1a778,http://ufcstats.com/fight-details/e644218737c1a778,Jai Herbert,Mandel Nallo,Jai Herbert,21,0,1916,0,00,0,00,0,Lightweight,KO/TKOPunches,1,2:05,c3ac8d0da7b05772,"April 18, 2026"
5a209522211d7530,http://ufcstats.com/fight-details/5a209522211d7530,Jasmine Jasudavicius,Karine Silva,Jasmine Jasudavicius,00,0,1815,0,30,0,02,0,Women's Flyweight,U-DEC,3,5:00,c3ac8d0da7b05772,"April 18, 2026"
a661c0bee7c8d5af,http://ufcstats.com/fight-details/a661c0bee7c8d5af,Gauge Young,Thiago Moises,Gauge Young,10,0,12245,0,02,0,00,0,Lightweight,S-DEC,3,5:00,c3ac8d0da7b05772,"April 18, 2026"
678440bd8274a18e,http://ufcstats.com/fight-details/678440bd8274a18e,Marcio Barbosa,Dennis Buzukja,Marcio Barbosa,10,0,45,0,00,0,00,0,Featherweight,KO/TKOPunch,1,1:20,c3ac8d0da7b05772,"April 18, 2026"
9fab4b0ad082f670,http://ufcstats.com/fight-details/9fab4b0ad082f670,Robert Valentin,Julien Leblanc,Robert Valentin,00,0,74,0,10,0,10,0,Middleweight,SUBRear Naked Choke,1,2:22,c3ac8d0da7b05772,"April 18, 2026"
85c7a0f44aa3e10a,http://ufcstats.com/fight-details/85c7a0f44aa3e10a,Gokhan Saricam,Tanner Boser,Gokhan Saricam,10,0,5760,0,00,0,00,0,Heavyweight,KO/TKOPunch,2,4:43,c3ac8d0da7b05772,"April 18, 2026"
bae4de7ef8c0769e,http://ufcstats.com/fight-details/bae4de7ef8c0769e,Melissa Croden,Daria Zhelezniakova,Melissa Croden,00,0,6941,0,40,0,10,0,Women's Bantamweight,U-DEC,3,5:00,c3ac8d0da7b05772,"April 18, 2026"
0b6c13ab8ad7f82b,http://ufcstats.com/fight-details/0b6c13ab8ad7f82b,JJ Aldrich,Jamey-Lyn Horth,JJ Aldrich,00,0,5070,0,00,0,00,0,Women's Flyweight,U-DEC,3,5:00,c3ac8d0da7b05772,"April 18, 2026"
552f7cdaf93e1055,http://ufcstats.com/fight-details/552f7cdaf93e1055,John Castaneda,Mark Vologdin,Mark Vologdin,00,0,13591,0,01,0,00,0,Catch Weight,M-DEC,3,5:00,c3ac8d0da7b05772,"April 18, 2026"
32087c183dffcae0,http://ufcstats.com/fight-details/32087c183dffcae0,John Yannis,Jamie Siraj,John Yannis,10,0,216,0,00,0,00,0,Bantamweight,KO/TKOElbows,1,2:43,c3ac8d0da7b05772,"April 18, 2026"
a031f062b7ffefee,http://ufcstats.com/fight-details/a031f062b7ffefee,Carlos Ulberg,Jiri Prochazka,Carlos Ulberg,10,0,2714,0,00,0,00,0,Light Heavyweight,KO/TKOPunch,1,3:45,f3eb664db7fb1df3,"April 11, 2026"
aade9d76ac6c6aef,http://ufcstats.com/fight-details/aade9d76ac6c6aef,Paulo Costa,Azamat Murzakanov,Paulo Costa,10,0,5534,0,01,0,01,0,Light Heavyweight,KO/TKOKick,3,1:23,f3eb664db7fb1df3,"April 11, 2026"
903552edaba48f4a,http://ufcstats.com/fight-details/903552edaba48f4a,Josh Hokit,Curtis Blaydes,Josh Hokit,00,0,177174,0,02,0,00,0,Heavyweight,U-DEC,3,5:00,f3eb664db7fb1df3,"April 11, 2026"
c4d060cff018979a,http://ufcstats.com/fight-details/c4d060cff018979a,Dominick Reyes,Johnny Walker,Dominick Reyes,00,0,3442,0,00,0,00,0,Light Heavyweight,S-DEC,3,5:00,f3eb664db7fb1df3,"April 11, 2026"
60949f33201415ca,http://ufcstats.com/fight-details/60949f33201415ca,Cub Swanson,Nate Landwehr,Cub Swanson,20,0,3715,0,00,0,00,0,Featherweight,KO/TKOPunch,1,4:06,f3eb664db7fb1df3,"April 11, 2026"
10ab34056720b6b4,http://ufcstats.com/fight-details/10ab34056720b6b4,Aaron Pico,Patricio Pitbull,Aaron Pico,00,0,10049,0,60,0,00,0,Featherweight,U-DEC,3,5:00,f3eb664db7fb1df3,"April 11, 2026"
b4e16fb13153efdc,http://ufcstats.com/fight-details/b4e16fb13153efdc,Kevin Holland,Randy Brown,Kevin Holland,00,0,5646,0,00,0,20,0,Welterweight,U-DEC,3,5:00,f3eb664db7fb1df3,"April 11, 2026"
62b5ce408c150fa8,http://ufcstats.com/fight-details/62b5ce408c150fa8,Mateusz Gamrot,Esteban Ribovics,Mateusz Gamrot,00,0,184,0,40,0,10,0,Lightweight,SUBArm Triangle,2,4:19,f3eb664db7fb1df3,"April 11, 2026"
f506977877074aa6,http://ufcstats.com/fight-details/f506977877074aa6,Tatiana Suarez,Loopy Godinez,Tatiana Suarez,00,0,1218,0,32,0,10,0,Women's Strawweight,SUBRear Naked Choke,2,2:29,f3eb664db7fb1df3,"April 11, 2026"
81d20c833e9a76eb,http://ufcstats.com/fight-details/81d20c833e9a76eb,Chris Padilla,MarQuel Mederos,MarQuel Mederos,00,0,147112,0,11,0,00,0,Lightweight,M-DEC,3,5:00,f3eb664db7fb1df3,"April 11, 2026"
20868a67bea63129,http://ufcstats.com/fight-details/20868a67bea63129,Vicente Luque,Kelvin Gastelum,Vicente Luque,10,0,129,0,01,0,10,0,Middleweight,SUBAnaconda Choke,1,4:08,f3eb664db7fb1df3,"April 11, 2026"
5b49c3d36907c6df,http://ufcstats.com/fight-details/5b49c3d36907c6df,Charles Radtke,Francisco Prado,Charles Radtke,00,0,2429,0,40,0,02,0,Welterweight,U-DEC,3,5:00,f3eb664db7fb1df3,"April 11, 2026"
d69bd8e53ec858dc,http://ufcstats.com/fight-details/d69bd8e53ec858dc,Renato Moicano,Chris Duncan,Renato Moicano,00,0,2127,0,10,0,10,0,Lightweight,SUBRear Naked Choke,2,3:14,9a70f67ad2187fa3,"April 04, 2026"
721642e7de112e9e,http://ufcstats.com/fight-details/721642e7de112e9e,Virna Jandiroba,Tabatha Ricci,Virna Jandiroba,00,0,2637,0,61,0,00,0,Women's Strawweight,U-DEC,3,5:00,9a70f67ad2187fa3,"April 04, 2026"
ad487d1c6141d90a,http://ufcstats.com/fight-details/ad487d1c6141d90a,Abdul Rakhman Yakhyaev,Brendson Ribeiro,Abdul Rakhman Yakhyaev,00,0,78,0,20,0,10,0,Light Heavyweight,SUBRear Naked Choke,1,2:52,9a70f67ad2187fa3,"April 04, 2026"
fef80c98b2fba70c,http://ufcstats.com/fight-details/fef80c98b2fba70c,Ethyn Ewing,Rafael Estevam,Ethyn Ewing,10,0,11444,0,00,0,00,0,Bantamweight,KO/TKOPunch,3,1:44,9a70f67ad2187fa3,"April 04, 2026"
c27bec45d5a29a2c,http://ufcstats.com/fight-details/c27bec45d5a29a2c,Tommy McMillen,Manolo Zecchini,Tommy McMillen,10,0,7420,0,00,0,00,0,Featherweight,KO/TKOKnee,1,3:57,9a70f67ad2187fa3,"April 04, 2026"
7924f10aac3543de,http://ufcstats.com/fight-details/7924f10aac3543de,Jose Delano,Robert Ruchala,Jose Delano,00,0,10767,0,00,0,00,0,Featherweight,U-DEC,3,5:00,9a70f67ad2187fa3,"April 04, 2026"
0760bc02280574dd,http://ufcstats.com/fight-details/0760bc02280574dd,Thomas Petersen,Guilherme Pat,Thomas Petersen,10,0,2817,0,00,0,00,0,Heavyweight,M-DEC,3,5:00,9a70f67ad2187fa3,"April 04, 2026"
af2a9d47ca8115e4,http://ufcstats.com/fight-details/af2a9d47ca8115e4,Alessandro Costa,Stewart Nicoll,Alessandro Costa,10,0,4347,0,20,0,00,0,Flyweight,KO/TKOPunch,2,4:56,9a70f67ad2187fa3,"April 04, 2026"
9c9c26679701b84d,http://ufcstats.com/fight-details/9c9c26679701b84d,Darrius Flowers,Lando Vannata,Darrius Flowers,00,0,2027,0,22,0,10,0,Lightweight,KO/TKOPunches,2,0:52,9a70f67ad2187fa3,"April 04, 2026"
74bb036ef0493bf7,http://ufcstats.com/fight-details/74bb036ef0493bf7,Alice Pereira,Hailey Cowan,Alice Pereira,10,0,3231,0,02,0,00,0,Women's Bantamweight,KO/TKOKnee,2,4:24,9a70f67ad2187fa3,"April 04, 2026"
e284a194fb4648a9,http://ufcstats.com/fight-details/e284a194fb4648a9,Tresean Gore,Azamat Bekoev,Tresean Gore,01,0,7870,0,22,0,10,0,Middleweight,SUBGuillotine Choke,3,3:27,9a70f67ad2187fa3,"April 04, 2026"
caf13346cbcfdb03,http://ufcstats.com/fight-details/caf13346cbcfdb03,Dione Barbosa,Melissa Gatto,Dione Barbosa,00,0,3033,0,33,0,10,0,Women's Flyweight,M-DEC,3,5:00,9a70f67ad2187fa3,"April 04, 2026"
a5a749aa0061fdb4,http://ufcstats.com/fight-details/a5a749aa0061fdb4,Kai Kamaka III,Dakota Hope,Kai Kamaka III,01,0,105106,0,01,0,00,0,Lightweight,S-DEC,3,5:00,9a70f67ad2187fa3,"April 04, 2026"
85e94a6c071fd9fa,http://ufcstats.com/fight-details/85e94a6c071fd9fa,Joe Pyfer,Israel Adesanya,Joe Pyfer,00,0,3642,0,20,0,00,0,Middleweight,KO/TKOPunches,2,4:18,5c38639f860a5542,"March 28, 2026"
9a0ecee6e8ca173f,http://ufcstats.com/fight-details/9a0ecee6e8ca173f,Alexa Grasso,Maycee Barber,Alexa Grasso,10,0,125,0,00,0,10,0,Women's Flyweight,KO/TKOPunch,1,2:42,5c38639f860a5542,"March 28, 2026"
6102e7a6dcbc62f0,http://ufcstats.com/fight-details/6102e7a6dcbc62f0,Michael Chiesa,Niko Price,Michael Chiesa,00,0,01,0,11,0,10,0,Welterweight,SUBRear Naked Choke,1,1:03,5c38639f860a5542,"March 28, 2026"
f9f5071b993a5f4b,http://ufcstats.com/fight-details/f9f5071b993a5f4b,Lerryan Douglas,Julian Erosa,Lerryan Douglas,20,0,2917,0,00,0,00,0,Featherweight,KO/TKOPunches,1,3:33,5c38639f860a5542,"March 28, 2026"
e32dc26b11d1f81d,http://ufcstats.com/fight-details/e32dc26b11d1f81d,Yousri Belgaroui,Mansur Abdul-Malik,Yousri Belgaroui,20,0,9416,0,03,0,00,0,Middleweight,KO/TKOKnee,3,3:39,5c38639f860a5542,"March 28, 2026"
a76e14495e61cf19,http://ufcstats.com/fight-details/a76e14495e61cf19,Terrance McKinney,Kyle Nelson,Terrance McKinney,00,0,131,0,00,0,00,0,Lightweight,KO/TKOPunches,1,0:24,5c38639f860a5542,"March 28, 2026"
fa96d6252579b51e,http://ufcstats.com/fight-details/fa96d6252579b51e,Tofiq Musayev,Ignacio Bahamondes,Tofiq Musayev,01,0,3432,0,30,0,02,0,Lightweight,U-DEC,3,5:00,5c38639f860a5542,"March 28, 2026"
689384b01b40ef5c,http://ufcstats.com/fight-details/689384b01b40ef5c,Lance Gibson Jr.,Chase Hooper,Lance Gibson Jr.,10,0,1311,0,00,0,00,0,Lightweight,KO/TKOKnees,1,2:56,5c38639f860a5542,"March 28, 2026"
08d4e3864c44f8a5,http://ufcstats.com/fight-details/08d4e3864c44f8a5,Tyrell Fortune,Marcin Tybura,Tyrell Fortune,00,0,3047,0,30,0,00,0,Heavyweight,U-DEC,3,5:00,5c38639f860a5542,"March 28, 2026"
1c50e43770ba84fc,http://ufcstats.com/fight-details/1c50e43770ba84fc,Casey O'Neill,Gabriella Fernandes,Casey O'Neill,10,0,258,0,00,0,00,0,Women's Flyweight,KO/TKOPunches,1,3:11,5c38639f860a5542,"March 28, 2026"
dbf1ee1a1912c735,http://ufcstats.com/fight-details/dbf1ee1a1912c735,Navajo Stirling,Bruno Lopes,Navajo Stirling,10,0,6328,0,00,0,00,0,Light Heavyweight,KO/TKOPunches,2,4:05,5c38639f860a5542,"March 28, 2026"
a997593977ba8cad,http://ufcstats.com/fight-details/a997593977ba8cad,Ricky Simon,Adrian Yanez,Adrian Yanez,01,0,4471,0,20,0,00,0,Bantamweight,M-DEC,3,5:00,5c38639f860a5542,"March 28, 2026"
796e1151896195aa,http://ufcstats.com/fight-details/796e1151896195aa,Alexia Thainara,Bruna Brasil,Alexia Thainara,00,0,7337,0,60,0,20,0,Women's Strawweight,U-DEC,3,5:00,5c38639f860a5542,"March 28, 2026"
346e3897c2ead99a,http://ufcstats.com/fight-details/346e3897c2ead99a,Movsar Evloev,Lerone Murphy,Movsar Evloev,00,0,8689,0,90,0,00,0,Featherweight,M-DEC,5,5:00,69108cb8b32efe04,"March 21, 2026"
fa534aaa5b997a69,http://ufcstats.com/fight-details/fa534aaa5b997a69,Luke Riley,Michael Aswell Jr.,Luke Riley,00,0,10061,0,01,0,00,0,Featherweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
5ee11b727e89e8ad,http://ufcstats.com/fight-details/5ee11b727e89e8ad,Michael Page,Sam Patterson,Michael Page,00,0,2712,0,00,0,00,0,Welterweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
43e26b46cbb51985,http://ufcstats.com/fight-details/43e26b46cbb51985,Iwo Baraniewski,Austen Lane,Iwo Baraniewski,10,0,100,0,00,0,00,0,Light Heavyweight,KO/TKOPunch,1,0:28,69108cb8b32efe04,"March 21, 2026"
562d916f55918901,http://ufcstats.com/fight-details/562d916f55918901,Christian Leroy Duncan,Roman Dolidze,Christian Leroy Duncan,00,0,5410,0,03,0,00,0,Middleweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
4e58bcc0d27042fd,http://ufcstats.com/fight-details/4e58bcc0d27042fd,Danny Silva,Kurtis Campbell,Danny Silva,20,0,1617,0,12,0,00,0,Featherweight,KO/TKOPunches,2,0:31,69108cb8b32efe04,"March 21, 2026"
3ee578ddd071ad4c,http://ufcstats.com/fight-details/3ee578ddd071ad4c,Mason Jones,Axel Sola,Mason Jones,00,0,11065,0,03,0,00,0,Lightweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
3b9f50f07d9a1601,http://ufcstats.com/fight-details/3b9f50f07d9a1601,Nathaniel Wood,Losene Keita,Nathaniel Wood,00,0,6752,0,00,0,00,0,Featherweight,S-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
90187edeeda7e6d6,http://ufcstats.com/fight-details/90187edeeda7e6d6,Mario Pinto,Felipe Franco,Mario Pinto,00,0,3421,0,20,0,00,0,Heavyweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
8817bd21b6d0a989,http://ufcstats.com/fight-details/8817bd21b6d0a989,Mantas Kondratavicius,Antonio Trocoli,Mantas Kondratavicius,10,0,7517,0,21,0,10,0,Middleweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
bfd17ed83ec5b598,http://ufcstats.com/fight-details/bfd17ed83ec5b598,Brando Pericic,Louie Sutherland,Brando Pericic,00,0,199,0,01,0,00,0,Heavyweight,KO/TKOPunches,1,1:48,69108cb8b32efe04,"March 21, 2026"
bbe0f3653de9f6a8,http://ufcstats.com/fight-details/bbe0f3653de9f6a8,Abdul-Kareem Al-Selwady,Shem Rock,Abdul-Kareem Al-Selwady,00,0,8147,0,01,0,00,0,Lightweight,U-DEC,3,5:00,69108cb8b32efe04,"March 21, 2026"
216bc9b661485017,http://ufcstats.com/fight-details/216bc9b661485017,Shanelle Dyer,Ravena Oliveira,Shanelle Dyer,00,0,4926,0,10,0,00,0,Women's Strawweight,KO/TKOPunches,2,1:17,69108cb8b32efe04,"March 21, 2026"
f594fc5c2bc6237e,http://ufcstats.com/fight-details/f594fc5c2bc6237e,Kevin Vallejos,Josh Emmett,Kevin Vallejos,20,0,363,0,00,0,00,0,Featherweight,KO/TKOPunches,1,3:33,babc6b5745335f18,"March 14, 2026"
3b7b771b9578383d,http://ufcstats.com/fight-details/3b7b771b9578383d,Gillian Robertson,Amanda Lemos,Gillian Robertson,00,0,1242,0,31,0,01,0,Women's Strawweight,U-DEC,3,5:00,babc6b5745335f18,"March 14, 2026"
8bee5192baec71d8,http://ufcstats.com/fight-details/8bee5192baec71d8,Jose Delgado,Andre Fili,Jose Delgado,00,0,9462,0,14,0,00,0,Featherweight,S-DEC,3,5:00,babc6b5745335f18,"March 14, 2026"
e0acd0cf4930671b,http://ufcstats.com/fight-details/e0acd0cf4930671b,Marwan Rahiki,Harry Hardwick,Marwan Rahiki,00,0,9065,0,00,0,00,0,Featherweight,KO/TKO,2,5:00,babc6b5745335f18,"March 14, 2026"
db7694f4513120d5,http://ufcstats.com/fight-details/db7694f4513120d5,Ion Cutelaba,Oumar Sy,Ion Cutelaba,00,0,145,0,10,0,10,0,Light Heavyweight,SUBGuillotine Choke,1,4:24,babc6b5745335f18,"March 14, 2026"
fc9168fd102e2e66,http://ufcstats.com/fight-details/fc9168fd102e2e66,Charles Johnson,Bruno Silva,Charles Johnson,00,0,8573,0,00,0,00,0,Flyweight,S-DEC,3,5:00,babc6b5745335f18,"March 14, 2026"
f26c0bdf7689aea2,http://ufcstats.com/fight-details/f26c0bdf7689aea2,Myktybek Orolbai,Chris Curtis,Myktybek Orolbai,00,0,2012,0,190,0,00,0,Welterweight,U-DEC,3,5:00,babc6b5745335f18,"March 14, 2026"
2c330a6f7f1e55f0,http://ufcstats.com/fight-details/2c330a6f7f1e55f0,Vitor Petrino,Steven Asplund,Vitor Petrino,01,0,9261,0,00,0,00,0,Heavyweight,U-DEC,3,5:00,babc6b5745335f18,"March 14, 2026"
f44b4e998b6829f6,http://ufcstats.com/fight-details/f44b4e998b6829f6,Elijah Smith,SuYoung You,Elijah Smith,10,0,163,0,04,0,10,0,Bantamweight,SUBRear Naked Choke,2,1:04,babc6b5745335f18,"March 14, 2026"
c769dd861357af9f,http://ufcstats.com/fight-details/c769dd861357af9f,Manoel Sousa,Bolaji Oki,Manoel Sousa,20,0,7184,0,01,0,10,0,Lightweight,KO/TKOPunch,3,4:12,babc6b5745335f18,"March 14, 2026"
cff81d681a01ae18,http://ufcstats.com/fight-details/cff81d681a01ae18,Eryk Anders,Brad Tavares,Eryk Anders,01,0,3548,0,30,0,00,0,Middleweight,U-DEC,3,5:00,babc6b5745335f18,"March 14, 2026"
8cab057e6549afd0,http://ufcstats.com/fight-details/8cab057e6549afd0,Bia Mesquita,Montse Rendon,Bia Mesquita,00,0,180,0,10,0,10,0,Women's Bantamweight,SUBRear Naked Choke,1,2:07,babc6b5745335f18,"March 14, 2026"
